Area Code,name,Element Code,Element,Item Code,Item,crop_year,Value_log
356,India,5412,Yield,01341,Apples,2023,9.154986211844106
356,India,5510,Production,01341,Apples,2023,14.87191134552816
356,India,5312,Area harvested,01343,Apricots,2018,8.556413904569519
356,India,5412,Yield,01343,Apricots,2018,7.940583827104244
356,India,5510,Production,01343,Apricots,2018,9.588803519668428
356,India,5312,Area harvested,01343,Apricots,2019,8.568266461600238
356,India,5412,Yield,01343,Apricots,2019,7.938516900742072
356,India,5510,Production,01343,Apricots,2019,9.598442953319957
356,India,5312,Area harvested,01343,Apricots,2020,8.57376254290413
356,India,5412,Yield,01343,Apricots,2020,7.939586533959895
356,India,5510,Production,01343,Apricots,2020,9.605106449025115
356,India,5312,Area harvested,01343,Apricots,2021,8.57922858233569
356,India,5412,Yield,01343,Apricots,2021,7.940655024284865
356,India,5510,Production,01343,Apricots,2021,9.611697721450833
356,India,5312,Area harvested,01343,Apricots,2022,8.587092318795905
356,India,5412,Yield,01343,Apricots,2022,7.940049686612598
356,India,5510,Production,01343,Apricots,2022,9.61895651036988
356,India,5312,Area harvested,01343,Apricots,2023,8.579980179515003
356,India,5412,Yield,01343,Apricots,2023,7.9543020453468944
356,India,5510,Production,01343,Apricots,2023,9.626163648552527
356,India,5312,Area harvested,01379.01,Areca nuts,2018,13.116347317149176
356,India,5412,Yield,01379.01,Areca nuts,2018,7.424821390337582
356,India,5510,Production,01379.01,Areca nuts,2018,13.632790121628451
356,India,5312,Area harvested,01379.01,Areca nuts,2019,13.165424782571753
356,India,5412,Yield,01379.01,Areca nuts,2019,7.454198980349873
356,India,5510,Production,01379.01,Areca nuts,2019,13.711261646467772
356,India,5312,Area harvested,01379.01,Areca nuts,2020,13.523821802802145
356,India,5412,Yield,01379.01,Areca nuts,2020,7.523535335965639
356,India,5510,Production,01379.01,Areca nuts,2020,14.139043006898492
356,India,5312,Area harvested,01379.01,Areca nuts,2021,13.584839999674324
356,India,5412,Yield,01379.01,Areca nuts,2021,7.585534982410961
356,India,5510,Production,01379.01,Areca nuts,2021,14.262118249198675
356,India,5312,Area harvested,01379.01,Areca nuts,2022,13.651815643149092
356,India,5412,Yield,01379.01,Areca nuts,2022,7.582382009904704
356,India,5510,Production,01379.01,Areca nuts,2022,14.32593670194884
356,India,5312,Area harvested,01379.01,Areca nuts,2023,13.751506294085875
356,India,5412,Yield,01379.01,Areca nuts,2023,7.2865341218277955
356,India,5510,Production,01379.01,Areca nuts,2023,14.129591834730508
356,India,5312,Area harvested,01312,Bananas,2018,13.69221347284086
356,India,5412,Yield,01312,Bananas,2018,10.458857195486745
356,India,5510,Production,01312,Bananas,2018,17.243284986935983
356,India,5312,Area harvested,01312,Bananas,2019,13.671641342278317
356,India,5412,Yield,01312,Bananas,2019,10.468068138298225
356,India,5510,Production,01312,Bananas,2019,17.23192493826123
356,India,5312,Area harvested,01312,Bananas,2020,13.706812255867513
356,India,5412,Yield,01312,Bananas,2020,10.500701859458179
356,India,5510,Production,01312,Bananas,2020,17.29973084824021
356,India,5312,Area harvested,01312,Bananas,2021,13.736468432874318
356,India,5412,Yield,01312,Bananas,2021,10.48521143139227
356,India,5510,Production,01312,Bananas,2021,17.3138951748413
356,India,5312,Area harvested,01312,Bananas,2022,13.777809729201323
356,India,5412,Yield,01312,Bananas,2022,10.487255040244435
356,India,5510,Production,01312,Bananas,2022,17.357281176002
356,India,5312,Area harvested,01312,Bananas,2023,13.809493491674422
356,India,5412,Yield,01312,Bananas,2023,10.514230906841258
356,India,5510,Production,01312,Bananas,2023,17.415941266205053
356,India,5312,Area harvested,0115,Barley,2018,13.401208014504952
356,India,5412,Yield,0115,Barley,2018,7.899487379356143
356,India,5510,Production,0115,Barley,2018,14.392579436483441
356,India,5312,Area harvested,0115,Barley,2019,13.263169991311422
356,India,5412,Yield,0115,Barley,2019,7.950925327400437
356,India,5510,Production,0115,Barley,2019,14.30597284926832
356,India,5312,Area harvested,0115,Barley,2020,13.28715043275886
356,India,5412,Yield,0115,Barley,2020,7.979852461994492
356,India,5510,Production,0115,Barley,2020,14.358898817457899
356,India,5312,Area harvested,0115,Barley,2021,13.292057205645891
356,India,5412,Yield,0115,Barley,2021,7.936195429673244
356,India,5510,Production,0115,Barley,2021,14.320121510603563
356,India,5312,Area harvested,0115,Barley,2022,13.024355762791686
356,India,5412,Yield,0115,Barley,2022,8.0150299407289
356,India,5510,Production,0115,Barley,2022,14.131314235335571
356,India,5312,Area harvested,0115,Barley,2023,13.350814419040498
356,India,5412,Yield,0115,Barley,2023,8.02142037027654
356,India,5510,Production,0115,Barley,2023,14.464141658430513
356,India,5312,Area harvested,01701,"Beans, dry",2018,16.525613184732563
356,India,5412,Yield,01701,"Beans, dry",2018,6.027796476355372
356,India,5510,Production,01701,"Beans, dry",2018,15.643280625487053
356,India,5312,Area harvested,01701,"Beans, dry",2019,16.36654969223004
356,India,5412,Yield,01701,"Beans, dry",2019,6.028760331851679
356,India,5510,Production,01701,"Beans, dry",2019,15.485102581542021
356,India,5312,Area harvested,01701,"Beans, dry",2020,16.39257287184499
356,India,5412,Yield,01701,"Beans, dry",2020,6.030444846748866
356,India,5510,Production,01701,"Beans, dry",2020,15.512959530871255
356,India,5312,Area harvested,01701,"Beans, dry",2021,16.5047060543497
356,India,5412,Yield,01701,"Beans, dry",2021,6.032606490439157
356,India,5510,Production,01701,"Beans, dry",2021,15.62707281788719
356,India,5312,Area harvested,01701,"Beans, dry",2022,16.580115053425963
356,India,5412,Yield,01701,"Beans, dry",2022,6.0340449946431
356,India,5510,Production,01701,"Beans, dry",2022,15.704094363113787
356,India,5312,Area harvested,01701,"Beans, dry",2023,16.560393816344448
356,India,5412,Yield,01701,"Beans, dry",2023,6.03572063836252
356,India,5510,Production,01701,"Beans, dry",2023,15.685983119010649
356,India,5510,Production,24310.01,"Beer of barley, malted",2018,14.674172600730516
356,India,5510,Production,24310.01,"Beer of barley, malted",2019,14.690979711984754
356,India,5510,Production,24310.01,"Beer of barley, malted",2020,14.168278579812432
356,India,5510,Production,24310.01,"Beer of barley, malted",2021,14.605966374629293
356,India,5510,Production,24310.01,"Beer of barley, malted",2022,14.752270753573292
356,India,5312,Area harvested,01212,Cabbages,2018,12.896719202134523
356,India,5412,Yield,01212,Cabbages,2018,10.027919545912471
356,India,5510,Production,01212,Cabbages,2018,16.016837929540277
356,India,5312,Area harvested,01212,Cabbages,2019,12.899222326086994
356,India,5412,Yield,01212,Cabbages,2019,10.035326889441437
356,India,5510,Production,01212,Cabbages,2019,16.026747721064034
356,India,5312,Area harvested,01212,Cabbages,2020,12.901719200051183
356,India,5412,Yield,01212,Cabbages,2020,10.048591721513267
356,India,5510,Production,01212,Cabbages,2020,16.042509771853315
356,India,5312,Area harvested,01212,Cabbages,2021,12.928781055513184
356,India,5412,Yield,01212,Cabbages,2021,10.052118742249917
356,India,5510,Production,01212,Cabbages,2021,16.07309838963009
356,India,5312,Area harvested,01212,Cabbages,2022,12.955129822091815
356,India,5412,Yield,01212,Cabbages,2022,10.05311372649194
356,India,5510,Production,01212,Cabbages,2022,16.100440817500765
356,India,5312,Area harvested,01212,Cabbages,2023,12.978495316450783
356,India,5412,Yield,01212,Cabbages,2023,10.052291104780453
356,India,5510,Production,01212,Cabbages,2023,16.12298378454348
356,India,5312,Area harvested,01229,Cantaloupes and other melons,2018,10.896757843893464
356,India,5412,Yield,01229,Cantaloupes and other melons,2018,10.034397386877574
356,India,5510,Production,01229,Cantaloupes and other melons,2018,14.023338217513945
356,India,5312,Area harvested,01229,Cantaloupes and other melons,2019,10.950824090522445
356,India,5412,Yield,01229,Cantaloupes and other melons,2019,10.008365451753372
356,India,5510,Production,01229,Cantaloupes and other melons,2019,14.051373671575362
356,India,5312,Area harvested,01229,Cantaloupes and other melons,2020,11.0186455364637
356,India,5412,Yield,01229,Cantaloupes and other melons,2020,10.018029786908793
356,India,5510,Production,01229,Cantaloupes and other melons,2020,14.128861108158517
356,India,5312,Area harvested,01229,Cantaloupes and other melons,2021,11.225256725762893
356,India,5412,Yield,01229,Cantaloupes and other melons,2021,9.88876470130322
356,India,5510,Production,01229,Cantaloupes and other melons,2021,14.206201057080042
356,India,5312,Area harvested,01229,Cantaloupes and other melons,2022,11.127277689932466
356,India,5412,Yield,01229,Cantaloupes and other melons,2022,10.000178596690107
356,India,5510,Production,01229,Cantaloupes and other melons,2022,14.21964211061582
356,India,5312,Area harvested,01229,Cantaloupes and other melons,2023,11.127277689932466
356,India,5412,Yield,01229,Cantaloupes and other melons,2023,10.000178596690107
356,India,5510,Production,01229,Cantaloupes and other melons,2023,14.21964211061582
356,India,5312,Area harvested,01251,Carrots and turnips,2018,14.895645648912652
356,India,5510,Production,01251,Carrots and turnips,2018,15.231004299238206
356,India,5312,Area harvested,01251,Carrots and turnips,2019,15.428607210795947
356,India,5510,Production,01251,Carrots and turnips,2019,15.546192295073531
356,India,5312,Area harvested,01251,Carrots and turnips,2020,15.606776540202434
356,India,5510,Production,01251,Carrots and turnips,2020,15.61984803247835
356,India,5312,Area harvested,01251,Carrots and turnips,2021,15.58938003210351
356,India,5510,Production,01251,Carrots and turnips,2021,15.524693379318567
356,India,5312,Area harvested,01251,Carrots and turnips,2022,15.421108310736928
356,India,5510,Production,01251,Carrots and turnips,2022,15.265433736267138
356,India,5312,Area harvested,01251,Carrots and turnips,2023,15.030511783063453
356,India,5510,Production,01251,Carrots and turnips,2023,14.649883616322828
356,India,5312,Area harvested,01372,"Cashew nuts, in shell",2018,13.875665422403163
356,India,5412,Yield,01372,"Cashew nuts, in shell",2018,6.64678004935892
356,India,5510,Production,01372,"Cashew nuts, in shell",2018,13.613395597831598
356,India,5312,Area harvested,01372,"Cashew nuts, in shell",2019,13.915356797910956
356,India,5412,Yield,01372,"Cashew nuts, in shell",2019,6.512339506726974
356,India,5510,Production,01372,"Cashew nuts, in shell",2019,13.51845266959401
356,India,5312,Area harvested,01372,"Cashew nuts, in shell",2020,13.933294482509151
356,India,5412,Yield,01372,"Cashew nuts, in shell",2020,6.439190613930656
356,India,5510,Production,01372,"Cashew nuts, in shell",2020,13.463113593266897
356,India,5312,Area harvested,01372,"Cashew nuts, in shell",2021,13.963068985134287
356,India,5412,Yield,01372,"Cashew nuts, in shell",2021,6.458024754575957
356,India,5510,Production,01372,"Cashew nuts, in shell",2021,13.511700458595241
356,India,5312,Area harvested,01372,"Cashew nuts, in shell",2022,13.984409939020326
356,India,5412,Yield,01372,"Cashew nuts, in shell",2022,6.455355783684759
356,India,5510,Production,01372,"Cashew nuts, in shell",2022,13.530492932718326
356,India,5312,Area harvested,01372,"Cashew nuts, in shell",2023,13.993657580167481
356,India,5412,Yield,01372,"Cashew nuts, in shell",2023,6.485245736264714
356,India,5510,Production,01372,"Cashew nuts, in shell",2023,13.569611298299009
356,India,5312,Area harvested,01520.01,"Cassava, fresh",2018,12.06105265381003
356,India,5412,Yield,01520.01,"Cassava, fresh",2018,10.261640903093042
356,India,5510,Production,01520.01,"Cassava, fresh",2018,15.414898336565054
356,India,5312,Area harvested,01520.01,"Cassava, fresh",2019,12.001511614739405
356,India,5412,Yield,01520.01,"Cassava, fresh",2019,10.326419228142925
356,India,5510,Production,01520.01,"Cassava, fresh",2019,15.420137114365762
356,India,5312,Area harvested,01520.01,"Cassava, fresh",2020,12.06105265381003
356,India,5412,Yield,01520.01,"Cassava, fresh",2020,10.463957261491483
356,India,5510,Production,01520.01,"Cassava, fresh",2020,15.617220523061984
356,India,5312,Area harvested,01520.01,"Cassava, fresh",2021,12.117246896289503
356,India,5412,Yield,01520.01,"Cassava, fresh",2021,10.543497634682945
356,India,5510,Production,01520.01,"Cassava, fresh",2021,15.75295655839317
356,India,5312,Area harvested,01520.01,"Cassava, fresh",2022,12.055255569732177
356,India,5412,Yield,01520.01,"Cassava, fresh",2022,10.49468782887585
356,India,5510,Production,01520.01,"Cassava, fresh",2022,15.64215458999866
356,India,5312,Area harvested,01520.01,"Cassava, fresh",2023,12.019749091416921
356,India,5412,Yield,01520.01,"Cassava, fresh",2023,10.484923538944665
356,India,5510,Production,01520.01,"Cassava, fresh",2023,15.596883102712699
356,India,5312,Area harvested,01447,Castor oil seeds,2018,13.62208477683806
356,India,5412,Yield,01447,Castor oil seeds,2018,7.551239414522982
356,India,5510,Production,01447,Castor oil seeds,2018,14.26503146620252
356,India,5312,Area harvested,01447,Castor oil seeds,2019,13.52958826951726
356,India,5412,Yield,01447,Castor oil seeds,2019,7.373876380963647
356,India,5510,Production,01447,Castor oil seeds,2019,13.995062449440496
356,India,5312,Area harvested,01447,Castor oil seeds,2020,13.860762087592681
356,India,5412,Yield,01447,Castor oil seeds,2020,7.473920997781292
356,India,5510,Production,01447,Castor oil seeds,2020,14.426373896383868
356,India,5312,Area harvested,01447,Castor oil seeds,2021,13.696164927091637
356,India,5412,Yield,01447,Castor oil seeds,2021,7.526555997413426
356,India,5510,Production,01447,Castor oil seeds,2021,14.314442329462294
356,India,5312,Area harvested,01447,Castor oil seeds,2022,13.630362209556946
356,India,5412,Yield,01447,Castor oil seeds,2022,7.575071699507561
356,India,5510,Production,01447,Castor oil seeds,2022,14.297171599773693
356,India,5312,Area harvested,01447,Castor oil seeds,2023,13.834607053655262
356,India,5412,Yield,01447,Castor oil seeds,2023,7.572142837870658
356,India,5510,Production,01447,Castor oil seeds,2023,14.498465342075539
356,India,5312,Area harvested,01213,Cauliflowers and broccoli,2018,13.023649611968253
356,India,5412,Yield,01213,Cauliflowers and broccoli,2018,9.859310979369944
356,India,5510,Production,01213,Cauliflowers and broccoli,2018,15.975148757005247
356,India,5312,Area harvested,01213,Cauliflowers and broccoli,2019,13.049794835104816
356,India,5412,Yield,01213,Cauliflowers and broccoli,2019,9.879927173727108
356,India,5510,Production,01213,Cauliflowers and broccoli,2019,16.02191520258013
356,India,5312,Area harvested,01213,Cauliflowers and broccoli,2020,13.054086677976365
356,India,5412,Yield,01213,Cauliflowers and broccoli,2020,9.859880433153783
356,India,5510,Production,01213,Cauliflowers and broccoli,2020,16.006158109561763
356,India,5312,Area harvested,01213,Cauliflowers and broccoli,2021,13.06685278163674
356,India,5412,Yield,01213,Cauliflowers and broccoli,2021,9.878385105975287
356,India,5510,Production,01213,Cauliflowers and broccoli,2021,16.03742785629194
356,India,5312,Area harvested,01213,Cauliflowers and broccoli,2022,13.083624628087817
356,India,5412,Yield,01213,Cauliflowers and broccoli,2022,9.89790701023487
356,India,5510,Production,01213,Cauliflowers and broccoli,2022,16.073725807759274
356,India,5312,Area harvested,01213,Cauliflowers and broccoli,2023,13.104201443434462
356,India,5412,Yield,01213,Cauliflowers and broccoli,2023,9.875448095504883
356,India,5510,Production,01213,Cauliflowers and broccoli,2023,16.071842371174828
356,India,5312,Area harvested,01344.02,Cherries,2018,8.155362120328135
356,India,5412,Yield,01344.02,Cherries,2018,7.979201899577477
356,India,5510,Production,01344.02,Cherries,2018,9.226192067354724
356,India,5312,Area harvested,01344.02,Cherries,2019,8.139148678884066
356,India,5412,Yield,01344.02,Cherries,2019,7.989187498440394
356,India,5510,Production,01344.02,Cherries,2019,9.220084741026616
356,India,5312,Area harvested,01344.02,Cherries,2020,8.17526610411206
356,India,5412,Yield,01344.02,Cherries,2020,8.014897748653622
356,India,5510,Production,01344.02,Cherries,2020,9.281779715076185
356,India,5312,Area harvested,01344.02,Cherries,2021,8.183118079394745
356,India,5412,Yield,01344.02,Cherries,2021,8.010027528481734
356,India,5510,Production,01344.02,Cherries,2021,9.284807565316534
356,India,5312,Area harvested,01344.02,Cherries,2022,8.1886891244442
356,India,5412,Yield,01344.02,Cherries,2022,7.982245625529837
356,India,5510,Production,01344.02,Cherries,2022,9.262665234114719
356,India,5312,Area harvested,01344.02,Cherries,2023,8.182279739259018
356,India,5412,Yield,01344.02,Cherries,2023,8.002426478416984
356,India,5510,Production,01344.02,Cherries,2023,9.276465134367626
356,India,5312,Area harvested,01703,"Chick peas, dry",2018,16.172624649803446
356,India,5412,Yield,01703,"Chick peas, dry",2018,6.983326465829211
356,India,5510,Production,01703,"Chick peas, dry",2018,16.24729689450454
356,India,5312,Area harvested,01703,"Chick peas, dry",2019,16.071740774068225
356,India,5412,Yield,01703,"Chick peas, dry",2019,6.948897222313312
356,India,5510,Production,01703,"Chick peas, dry",2019,16.11187544552918
356,India,5312,Area harvested,01703,"Chick peas, dry",2020,16.08750767229636
356,India,5412,Yield,01703,"Chick peas, dry",2020,7.041674096547924
356,India,5510,Production,01703,"Chick peas, dry",2020,16.22051694132239
356,India,5312,Area harvested,01703,"Chick peas, dry",2021,16.117687667744484
356,India,5412,Yield,01703,"Chick peas, dry",2021,7.083891076689006
356,India,5510,Production,01703,"Chick peas, dry",2021,16.292988096784857
356,India,5312,Area harvested,01703,"Chick peas, dry",2022,16.18949505109761
356,India,5412,Yield,01703,"Chick peas, dry",2022,7.140453043101158
356,India,5510,Production,01703,"Chick peas, dry",2022,16.421426957887643
356,India,5312,Area harvested,01703,"Chick peas, dry",2023,16.16410700542887
356,India,5412,Yield,01703,"Chick peas, dry",2023,7.066978784530114
356,India,5510,Production,01703,"Chick peas, dry",2023,16.32244697323207
356,India,5312,Area harvested,01652,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2018,13.530492932718326
356,India,5412,Yield,01652,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2018,7.958122255022253
356,India,5510,Production,01652,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2018,14.580513640957252
356,India,5312,Area harvested,01652,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2019,13.567050480716235
356,India,5412,Yield,01652,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2019,7.712264927395543
356,India,5510,Production,01652,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2019,14.37111889822546
356,India,5312,Area harvested,01652,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2020,13.347107247525049
356,India,5412,Yield,01652,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2020,7.983542377008303
356,India,5510,Production,01652,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2020,14.422555584429787
356,India,5312,Area harvested,01652,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2021,13.461690107508359
356,India,5412,Yield,01652,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2021,7.97927039976588
356,India,5510,Production,01652,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2021,14.532862915263866
356,India,5312,Area harvested,01652,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2022,13.426904041847699
356,India,5412,Yield,01652,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2022,7.9247959139564355
356,India,5510,Production,01652,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2022,14.443586275398292
356,India,5312,Area harvested,01652,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2023,13.655342979519684
356,India,5412,Yield,01652,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2023,8.091413124792664
356,India,5510,Production,01652,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2023,14.83868101091909
356,India,5312,Area harvested,01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2018,9.056373008678756
356,India,5412,Yield,01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2018,9.03905370620219
356,India,5510,Production,01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2018,11.187452355557614
356,India,5312,Area harvested,01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2019,9.073030421011577
356,India,5412,Yield,01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2019,9.034974567748234
356,India,5510,Production,01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2019,11.200039902785901
356,India,5312,Area harvested,01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2020,9.057771773331575
356,India,5412,Yield,01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2020,9.071216226165548
356,India,5510,Production,01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2020,11.220999064755636
356,India,5312,Area harvested,01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2021,9.062420241899561
356,India,5412,Yield,01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2021,9.048480049078872
356,India,5510,Production,01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2021,11.202926342709816
356,India,5312,Area harvested,01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2022,9.064389316491878
356,India,5412,Yield,01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2022,9.05157907959124
356,India,5510,Production,01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2022,11.208031582155794
356,India,5312,Area harvested,01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2023,9.061492275239766
356,India,5412,Yield,01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2023,9.057119259966857
356,India,5510,Production,01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2023,11.2106813453631
356,India,5312,Area harvested,01640,Cocoa beans,2018,11.39640288460621
356,India,5412,Yield,01640,Cocoa beans,2018,5.41920668382349
356,India,5510,Production,01640,Cocoa beans,2018,9.90353755128617
356,India,5312,Area harvested,01640,Cocoa beans,2019,11.451060699493427
356,India,5412,Yield,01640,Cocoa beans,2019,5.546348633370026
356,India,5510,Production,01640,Cocoa beans,2019,10.085850775128717
356,India,5312,Area harvested,01640,Cocoa beans,2020,11.49273296168228
356,India,5412,Yield,01640,Cocoa beans,2020,5.584623492819887
356,India,5510,Production,01640,Cocoa beans,2020,10.165890277802454
356,India,5312,Area harvested,01640,Cocoa beans,2021,11.542493975902508
356,India,5412,Yield,01640,Cocoa beans,2021,5.572534188046247
356,India,5510,Production,01640,Cocoa beans,2021,10.203629181337648
356,India,5312,Area harvested,01640,Cocoa beans,2022,11.571203807011969
356,India,5412,Yield,01640,Cocoa beans,2022,5.580484258311707
356,India,5510,Production,01640,Cocoa beans,2022,10.239995502805316
356,India,5312,Area harvested,01640,Cocoa beans,2023,11.599112335481124
356,India,5412,Yield,01640,Cocoa beans,2023,5.621125240975192
356,India,5510,Production,01640,Cocoa beans,2023,10.308985993422082
356,India,5510,Production,2166,Coconut oil,2018,12.677328615270097
356,India,5510,Production,2166,Coconut oil,2019,12.770252288930184
356,India,5510,Production,2166,Coconut oil,2020,12.733758336210744
356,India,5510,Production,2166,Coconut oil,2021,12.810391344620207
356,India,5510,Production,2166,Coconut oil,2022,12.793862088206213
356,India,5312,Area harvested,01460,"Coconuts, in shell",2018,14.556018786755665
356,India,5412,Yield,01460,"Coconuts, in shell",2018,8.965449553779285
356,India,5510,Production,01460,"Coconuts, in shell",2018,16.613584322641383
356,India,5312,Area harvested,01460,"Coconuts, in shell",2019,14.581443873149805
356,India,5412,Yield,01460,"Coconuts, in shell",2019,8.828596673285913
356,India,5510,Production,01460,"Coconuts, in shell",2019,16.502132879763472
356,India,5312,Area harvested,01460,"Coconuts, in shell",2020,14.591619719431742
356,India,5412,Yield,01460,"Coconuts, in shell",2020,8.771292626850892
356,India,5510,Production,01460,"Coconuts, in shell",2020,16.45499643859557
356,India,5312,Area harvested,01460,"Coconuts, in shell",2021,14.603513724288955
356,India,5412,Yield,01460,"Coconuts, in shell",2021,8.780234149951568
356,India,5510,Production,01460,"Coconuts, in shell",2021,16.47584009278025
356,India,5312,Area harvested,01460,"Coconuts, in shell",2022,14.582837600950917
356,India,5412,Yield,01460,"Coconuts, in shell",2022,8.729639733182111
356,India,5510,Production,01460,"Coconuts, in shell",2022,16.404552047576267
356,India,5312,Area harvested,01460,"Coconuts, in shell",2023,14.638369784220133
356,India,5412,Yield,01460,"Coconuts, in shell",2023,8.73568594451502
356,India,5510,Production,01460,"Coconuts, in shell",2023,16.46614355880304
356,India,5312,Area harvested,01610,"Coffee, green",2018,12.931253718108108
356,India,5412,Yield,01610,"Coffee, green",2018,6.641312709522775
356,India,5510,Production,01610,"Coffee, green",2018,12.663500657121004
356,India,5312,Area harvested,01610,"Coffee, green",2019,12.940222604268024
356,India,5412,Yield,01610,"Coffee, green",2019,6.6433990318338525
356,India,5510,Production,01610,"Coffee, green",2019,12.674515682685282
356,India,5312,Area harvested,01610,"Coffee, green",2020,12.943638544636745
356,India,5412,Yield,01610,"Coffee, green",2020,6.5703225812658
356,India,5510,Production,01610,"Coffee, green",2020,12.604852121186608
