name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype/0,snow,snowdepth,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations,sunsetEpoch,stations/4,stations/3,source,stations/0,stations/6,stations/1,datetimeEpoch,sunriseEpoch,stations/5,stations/2
india,2018-01-31,76.0,51.1,62.4,76.0,51.1,62.4,51.3,71.1,0.0,0,0.0,,0,0,25.1,19.0,270.4,1014.3,26.4,1.2,186.5,16.2,7,,2018-01-31T07:09:59,2018-01-31T17:59:23,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999",,,,,0,,0,0,,,
india,2018-02-01,80.7,51.8,65.2,80.4,51.8,65.1,50.4,63.0,0.0,0,0.0,,0,0,17.0,8.1,279.2,1014.4,6.1,1.4,195.2,16.7,7,,2018-02-01T07:09:27,2018-02-01T18:00:13,0.52,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999",,,,,0,,0,0,,,
india,2018-02-02,78.6,51.8,64.3,78.6,51.8,64.3,52.5,69.2,0.0,0,0.0,,0,0,13.6,9.2,287.5,1012.7,2.5,1.2,196.4,17.0,7,,2018-02-02T07:08:54,2018-02-02T18:01:02,0.56,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999",,,,,0,,0,0,,,
india,2018-02-03,75.5,51.8,62.4,75.5,51.8,62.4,45.4,58.2,0.0,0,0.0,,0,0,15.2,9.2,301.0,1015.2,11.4,1.5,201.6,17.4,7,,2018-02-03T07:08:19,2018-02-03T18:01:51,0.59,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999",,,,,0,,0,0,,,
india,2018-02-04,74.2,46.4,59.2,74.2,45.2,59.0,43.2,60.1,0.0,0,0.0,,0,0,17.0,11.4,287.1,1015.8,0.0,1.5,206.7,17.8,8,,2018-02-04T07:07:43,2018-02-04T18:02:39,0.62,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999",,,,,0,,0,0,,,
india,2018-02-05,70.7,46.4,58.6,70.7,46.3,58.4,40.6,55.9,0.0,0,0.0,,0,0,11.6,9.2,282.2,1017.9,46.4,1.0,181.6,15.5,7,,2018-02-05T07:07:06,2018-02-05T18:03:27,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999",,,,,0,,0,0,,,
india,2018-02-06,71.7,51.8,60.9,71.7,51.8,60.9,42.9,54.7,0.0,0,0.0,,0,0,17.9,11.4,305.5,1017.9,76.7,1.3,146.5,12.6,6,,2018-02-06T07:06:27,2018-02-06T18:04:15,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999",,,,,0,,0,0,,,
india,2018-02-07,74.5,44.6,59.0,74.5,41.3,58.7,41.9,58.1,0.0,0,0.0,,0,0,18.1,12.8,278.6,1014.8,17.2,1.5,215.1,18.6,8,,2018-02-07T07:05:47,2018-02-07T18:05:03,0.75,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999",,,,,0,,0,0,,,
india,2018-02-08,73.4,44.0,58.5,73.4,41.2,58.4,42.4,60.5,0.0,0,0.0,,0,0,14.3,8.1,297.6,1013.9,15.2,1.2,209.7,18.2,8,,2018-02-08T07:05:06,2018-02-08T18:05:50,0.75,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,remote",,,,,0,,0,0,,,
india,2018-02-09,75.2,46.4,59.7,75.2,45.2,59.5,43.3,60.1,0.0,0,0.0,,0,0,16.1,9.2,292.2,1013.9,1.1,1.2,213.6,18.5,8,,2018-02-09T07:04:23,2018-02-09T18:06:37,0.78,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,remote",,,,,0,,0,0,,,
india,2018-02-10,77.0,46.4,61.3,77.0,46.4,61.3,41.7,54.9,0.0,0,0.0,,0,0,13.0,8.1,15.9,1016.1,20.9,1.4,202.7,17.6,7,,2018-02-10T07:03:40,2018-02-10T18:07:24,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999",,,,,0,,0,0,,,
india,2018-02-11,77.0,50.3,64.5,77.0,50.3,64.5,42.8,49.4,0.0,0,0.0,,0,0,15.0,43.9,130.6,1015.5,59.2,1.5,142.1,12.4,6,,2018-02-11T07:02:55,2018-02-11T18:08:10,0.85,Partially cloudy,Partly cloudy throughout the day.,wind,"42182099999,42176099999,VIDP,42139099999,42181099999",,,,,0,,0,0,,,
india,2018-02-12,69.8,56.9,61.7,69.8,56.9,61.7,52.0,71.6,0.0,0,0.0,,0,0,23.5,11.4,114.1,1017.5,60.0,1.9,120.1,10.3,4,,2018-02-12T07:02:08,2018-02-12T18:08:56,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999",,,,,0,,0,0,,,
india,2018-02-13,73.7,51.1,61.9,73.7,51.1,61.9,53.5,75.9,0.0,0,0.0,,0,0,14.3,10.3,306.5,1022.1,6.4,1.8,186.9,16.1,7,,2018-02-13T07:01:21,2018-02-13T18:09:41,0.91,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999",,,,,0,,0,0,,,
india,2018-02-14,72.7,46.4,60.4,72.7,43.5,60.2,47.3,65.8,0.0,0,0.0,,0,0,24.6,14.5,287.0,1022.1,10.0,1.6,217.0,18.8,8,,2018-02-14T07:00:33,2018-02-14T18:10:26,0.95,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999",,,,,0,,0,0,,,
india,2018-02-15,75.2,50.0,62.3,75.2,46.7,62.1,50.4,67.7,0.0,0,0.0,,0,0,23.9,14.2,280.5,1019.8,21.9,1.5,214.3,18.6,8,,2018-02-15T06:59:43,2018-02-15T18:11:11,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999",,,,,0,,0,0,,,
india,2018-02-16,75.5,48.2,63.5,75.5,46.3,63.4,53.2,72.1,0.0,0,0.0,,0,0,19.5,11.4,280.2,1018.2,0.0,1.4,217.2,18.8,8,,2018-02-16T06:58:53,2018-02-16T18:11:55,0.0,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999",,,,,0,,0,0,,,
india,2018-02-17,78.8,53.6,65.2,78.8,53.6,65.2,53.1,68.5,0.0,0,0.0,,0,0,21.0,11.4,277.8,1013.2,4.9,1.5,216.4,18.7,8,,2018-02-17T06:58:01,2018-02-17T18:12:39,0.05,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999",,,,,0,,0,0,,,
india,2018-02-18,78.0,53.6,64.9,78.0,53.6,64.9,49.5,63.7,0.0,0,0.0,,0,0,14.8,10.3,286.8,1012.3,4.0,1.5,223.3,19.3,8,,2018-02-18T06:57:08,2018-02-18T18:13:22,0.08,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999",,,,,0,,0,0,,,
india,2018-02-19,80.6,51.8,65.4,79.9,51.8,65.4,47.9,57.5,0.0,0,0.0,,0,0,12.3,10.8,270.6,1013.8,30.3,1.6,222.0,19.2,8,,2018-02-19T06:56:15,2018-02-19T18:14:05,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999",,,,,0,,0,0,,,
india,2018-02-20,82.7,53.2,67.5,80.8,53.2,67.2,50.5,59.4,0.0,0,0.0,,0,0,14.5,10.3,286.3,1013.3,9.9,1.5,226.4,19.7,8,,2018-02-20T06:55:20,2018-02-20T18:14:48,0.16,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,remote",,,,,0,,0,0,,,
india,2018-02-21,88.0,57.4,72.5,85.4,57.4,71.8,52.1,54.3,0.0,0,0.0,,0,0,11.9,6.9,282.9,1011.0,20.7,1.8,217.2,18.7,8,,2018-02-21T06:54:25,2018-02-21T18:15:30,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,42139099999,42181099999",,,,,0,,0,0,,,
india,2018-02-22,88.9,59.5,73.2,86.4,59.5,72.6,56.5,60.9,0.0,0,0.0,,0,0,11.4,9.2,306.1,1010.2,17.7,1.4,224.4,19.4,8,,2018-02-22T06:53:28,2018-02-22T18:16:12,0.23,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999",,,,,0,,0,0,,,
india,2018-02-23,87.8,62.1,75.0,85.7,62.1,74.5,57.4,58.2,0.0,0,0.0,,0,0,10.5,6.9,348.0,1010.3,31.4,1.6,195.4,17.1,7,,2018-02-23T06:52:31,2018-02-23T18:16:53,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999",,,,,0,,0,0,,,
india,2018-02-24,88.1,64.8,76.4,89.7,64.8,76.5,59.4,57.4,0.0,0,0.0,,0,0,19.7,9.2,112.2,1012.1,51.6,1.6,209.3,18.1,8,,2018-02-24T06:51:33,2018-02-24T18:17:34,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",,,,,0,,0,0,,,
india,2018-02-25,82.5,65.3,73.5,82.2,65.3,73.4,58.1,60.4,0.0,0,0.0,,0,0,17.2,11.4,305.4,1015.5,25.5,1.6,228.6,19.8,8,,2018-02-25T06:50:34,2018-02-25T18:18:14,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999",,,,,0,,0,0,,,
india,2018-02-26,81.8,57.2,69.5,81.3,57.2,69.4,56.1,65.6,0.0,0,0.0,,0,0,24.2,14.7,283.6,1013.6,0.2,1.8,237.1,20.6,8,,2018-02-26T06:49:34,2018-02-26T18:18:55,0.37,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999",,,,,0,,0,0,,,
india,2018-02-27,86.0,59.0,72.5,85.5,59.0,72.5,58.6,63.9,0.0,0,0.0,,0,0,18.8,14.0,281.0,1013.0,10.1,1.7,225.4,19.5,8,,2018-02-27T06:48:34,2018-02-27T18:19:34,0.4,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999",,,,,0,,0,0,,,
india,2018-02-28,86.2,62.2,73.7,85.2,62.2,73.7,60.6,66.8,0.0,0,0.0,,0,0,16.1,9.2,294.8,1013.1,23.2,1.5,211.7,18.4,8,,2018-02-28T06:47:33,2018-02-28T18:20:14,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999",,,,,0,,0,0,,,
india,2018-03-01,85.2,61.1,73.1,83.8,61.1,72.9,56.7,59.8,0.0,0,0.0,,0,0,14.8,9.2,312.9,1011.5,33.3,1.6,192.4,16.5,7,,2018-03-01T06:46:31,2018-03-01T18:20:53,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999",,,,,0,,0,0,,,
india,2018-03-02,87.8,61.7,74.3,85.8,61.7,73.9,56.6,57.4,0.0,0,0.0,,0,0,17.2,11.4,303.2,1009.9,12.0,1.7,229.2,19.8,8,,2018-03-02T06:45:28,2018-03-02T18:21:32,0.5,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999",,,,,0,,0,0,,,
india,2018-03-03,91.4,62.6,76.1,90.1,62.6,75.5,56.7,55.5,0.0,0,0.0,,0,0,22.4,9.2,294.1,1007.7,26.5,1.7,211.0,18.3,8,,2018-03-03T06:44:25,2018-03-03T18:22:10,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999",,,,,0,,0,0,,,
india,2018-03-04,85.9,64.9,73.6,84.0,64.9,73.3,55.0,55.1,0.0,0,0.0,,0,0,20.8,13.9,300.6,1009.2,47.8,1.8,217.5,18.8,8,,2018-03-04T06:43:21,2018-03-04T18:22:48,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999",,,,,0,,0,0,,,
india,2018-03-05,83.7,59.0,71.4,81.5,59.0,71.1,53.8,58.0,0.0,0,0.0,,0,0,18.1,13.9,291.0,1013.0,3.8,1.9,244.5,21.2,8,,2018-03-05T06:42:17,2018-03-05T18:23:26,0.6,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999",,,,,0,,0,0,,,
india,2018-03-06,84.2,57.2,69.8,81.9,57.2,69.5,52.8,58.8,0.0,0,0.0,,0,0,24.2,17.7,277.2,1013.9,8.8,1.7,249.5,21.5,9,,2018-03-06T06:41:12,2018-03-06T18:24:03,0.64,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,remote",,,,,0,,0,0,,,
india,2018-03-07,85.2,57.2,71.0,82.5,57.2,70.5,52.3,56.1,0.0,0,0.0,,0,0,21.5,13.9,282.2,1012.8,0.3,1.8,256.3,22.2,9,,2018-03-07T06:40:07,2018-03-07T18:24:40,0.67,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999",,,,,0,,0,0,,,
india,2018-03-08,89.6,59.0,74.2,86.5,59.0,73.4,53.2,52.7,0.0,0,0.0,,0,0,9.4,8.5,261.9,1013.6,2.7,1.8,252.2,21.7,9,,2018-03-08T06:39:01,2018-03-08T18:25:17,0.7,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999",,,,,0,,0,0,,,
india,2018-03-09,89.6,61.0,75.7,86.2,61.0,74.9,54.7,52.9,0.0,0,0.0,,0,0,17.0,10.3,307.3,1013.7,0.0,2.0,249.1,21.4,9,,2018-03-09T06:37:55,2018-03-09T18:25:54,0.75,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999",,,,,0,,0,0,,,
india,2018-03-10,89.6,59.0,75.5,86.3,59.0,74.6,53.7,52.1,0.0,0,0.0,,0,0,20.4,13.3,288.0,1012.7,6.1,2.1,256.4,22.3,9,,2018-03-10T06:36:48,2018-03-10T18:26:30,0.77,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999",,,,,0,,0,0,,,
india,2018-03-11,89.6,60.8,75.1,87.0,60.8,74.4,55.6,55.7,0.0,0,0.0,,0,0,16.8,10.3,276.3,1011.9,0.0,1.7,259.0,22.4,9,,2018-03-11T06:35:41,2018-03-11T18:27:06,0.8,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999",,,,,0,,0,0,,,
india,2018-03-12,93.6,62.6,77.1,90.2,62.6,76.1,54.4,51.2,0.0,0,0.0,,0,0,17.7,12.8,277.1,1011.6,0.0,1.9,259.2,22.4,9,,2018-03-12T06:34:33,2018-03-12T18:27:41,0.83,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999",,,,,0,,0,0,,,
india,2018-03-13,96.9,60.8,79.7,92.9,60.8,78.2,51.8,45.9,0.0,0,0.0,,0,0,15.7,11.4,261.0,1010.0,0.0,2.0,261.6,22.6,9,,2018-03-13T06:33:26,2018-03-13T18:28:17,0.86,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999",,,,,0,,0,0,,,
